sample_index,config_index,config_name,velocity_index,U,Re,Ca,E,h,t,theta1_deg,theta2_deg,theta3_deg,D,H,L,H_soft,b,N_per_col,Cd_soft_prior,Cd_cyl_prior,F_exp,F_matlab_iter,F_matlab_pre,F_total_rigid,F_total_Ca,F_leaf_iter,Fcol_1,Fcol_2,Fcol_3,shielding_coef_matlab,angle_diff_deg_matlab
136,7,Rguijiao_10_180,3,0.125,3125.0,3.3802816901408455,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.20696482525836657,0.17121353632632502,0.17359642536778258,0.16215942547305484,0.14478583718065746,0.11730728632632503,0.05865364316316189,1.6503731868718496e-22,0.05865364316316315,0.8628254853421491,92.56509706842982
137,7,Rguijiao_10_180,4,0.15000000000000002,3750.0,4.867605633802818,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.25759855512490315,0.2487931244721752,0.251557563963414,0.233509572681199,0.19351376649756463,0.17116812447217516,0.08558406223609623,1.52562363647482e-22,0.08558406223607894,0.8097938811688252,81.95877623376504
138,7,Rguijiao_10_180,5,0.175,4375.0,6.6253521126760555,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.36598169612833936,0.32836642782972714,0.33541943335576696,0.31783247392718744,0.24798863493589324,0.22271017782972713,0.11135508891486741,2.0521265164901937e-22,0.11135508891485973,0.7638893976914618,72.77787953829234
139,7,Rguijiao_10_180,6,0.2,5000.0,8.653521126760566,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4905824588660451,0.4074570822968526,0.4229694154902133,0.4151281292110205,0.3080694559729313,0.2694570822968526,0.1347285411484185,2.582788990752401e-22,0.13472854114843413,0.7262254317357066,65.24508634714132
140,7,Rguijiao_10_180,7,0.22500000000000003,5625.0,10.952112676056343,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5705785339634338,0.48650076820906274,0.5138170780077765,0.5253965385326979,0.3736455323425495,0.31184451820906267,0.15592225910454444,3.044015688805756e-22,0.15592225910451823,0.6954247081998566,59.084941639971305
141,7,Rguijiao_10_180,8,0.25,6250.0,13.521126760563382,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6228552961824495,0.566576023002535,0.6081183426785088,0.6486377018922194,0.44462720978933323,0.3509510230025349,0.17547551150129426,2.217193526721234e-23,0.17547551150124063,0.669931215766119,53.986243153223796
142,7,Rguijiao_10_180,9,0.275,6875.0,16.360563380281693,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7124390228690939,0.6486836882842704,0.7061355651629695,0.7848516192895856,0.5209401203172058,0.38777743828427025,0.1938887191421164,7.562424564178208e-23,0.19388871914215383,0.6485116804817453,49.70233609634906
143,7,Rguijiao_10_180,10,0.3,7500.0,19.47042253521127,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8545188299638963,0.7336113624866507,0.8081185810150092,0.9340382907247957,0.6025213927132668,0.42311136248665066,0.21155568124332977,1.0924908244549661e-22,0.2115556812433209,0.6302563526296132,46.05127052592263
144,7,Rguijiao_10_180,11,0.32499999999999996,8125.0,22.850704225352107,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.839006317582831,0.8219495105560831,0.914278957717099,1.0961977161978504,0.6893170465601479,0.4575432605560832,0.2287716302780453,1.0258254569650973e-22,0.22877163027803787,0.6144993240306158,42.89986480612316
145,7,Rguijiao_10_180,12,0.35,8750.0,26.501408450704222,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9622376533312956,0.914134494506877,1.0247894853769846,1.2713298957087498,0.7812801357249437,0.4915094945068771,0.24575474725349644,5.467691606601754e-23,0.24575474725338067,0.6007478518105063,40.14957036210126
146,7,Rguijiao_10_180,13,0.375,9375.0,30.422535211267608,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9720920391175437,1.0104879012153647,1.1397896163452648,1.4594348292574935,0.8783693866830538,0.5253316512153646,0.26266582560758006,7.476352550339889e-23,0.26266582560778456,0.5886312869578509,37.726257391570186
147,7,Rguijiao_10_180,14,0.4,10000.0,34.614084507042264,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1325283029788116,1.1112469867361905,1.2593915436833334,1.660512516844082,0.9805481750489311,0.5592469867361902,0.2796234933681475,9.780122754220326e-23,0.2796234933680427,0.5778660455710628,35.573209114212574
148,7,Rguijiao_10_180,15,0.425,10625.0,39.07605633802816,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1095963018892503,1.2165870211622933,1.3836854834264283,1.874562958468514,1.087783740106238,0.5934307711622933,0.296715385581151,2.1048701837523653e-22,0.2967153855811423,0.5682315710847408,33.646314216948156
149,7,Rguijiao_10_180,16,0.45,11250.0,43.80845070422536,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.2849382076668006,1.3266374447787943,1.5127439527116717,2.101586154130791,1.2000465710537047,0.6280124447787943,0.3140062223894883,3.836705144727111e-23,0.3140062223893059,0.559553466515148,31.910693303029603
150,7,Rguijiao_10_180,17,0.475,11875.0,48.8112676056338,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.3797824450851115,1.4414936071528306,1.6466252072136414,2.3415821038309117,1.3173099198495541,0.6630873571528306,0.3315436785763351,5.124632818872208e-22,0.33154367857649547,0.5516924395720808,30.338487914416163
151,7,Rguijiao_10_180,18,0.5,12500.0,54.08450704225353,3550000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.5289097101421296,1.5612252766635495,1.785375931773225,2.5945508075688775,1.4395494091720455,0.6987252766635494,0.34936263833187975,7.7245628398461285e-22,0.3493626383316697,0.5445352440126555,28.907048802531108
152,8,guijiao_20_0,0,0.05,1250.0,4.000000000000002,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.032742837451039015,0.0408128239564717,0.045631829313467494,0.043266016151377554,0.03611959273997206,0.03526359019703255,0.019045101103466498,0.008109244546782548,0.008109244546783502,0.6207086587638792,44.14173175277584
153,8,guijiao_20_0,1,0.07500000000000001,1875.0,9.000000000000004,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.1314956474223337,0.07671388965633827,0.08877900260897262,0.0973485363405995,0.06661642785397419,0.06313317060391758,0.03737829314393029,0.012877438729990694,0.0128774387299966,0.5476172653796397,29.523453075927947
154,8,guijiao_20_0,2,0.1,2500.0,16.000000000000007,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.12636070325037707,0.11226444048555176,0.13537681233993107,0.17306406460551021,0.10378203230275511,0.086183986698977,0.05183761767006724,0.017173184514439027,0.017173184514470734,0.5097271442960274,21.945428859205464
155,8,guijiao_20_0,3,0.125,3125.0,25.000000000000004,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.1059692735858313,0.15040339422525978,0.18606614959442058,0.27041260094610964,0.1471960086181032,0.1074700180750227,0.06461423222842583,0.021427892923301273,0.021427892923295593,0.4879163392761434,17.583267855228684
156,8,guijiao_20_0,4,0.15000000000000002,3750.0,36.000000000000014,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.2565729378228881,0.1928209696366232,0.24154771743474335,0.389394145362398,0.1965871936950057,0.12880939338773317,0.07707759149039527,0.025865900948673505,0.0258659009486644,0.47369226464898645,14.73845292979729
157,8,guijiao_20_0,5,0.175,4375.0,49.0,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.34047091551661524,0.2402422028775978,0.30221700138983104,0.5300086978543749,0.2517633599257206,0.15098815281828515,0.0898323201962335,0.03057791631101154,0.030577916311040135,0.4635932751643793,12.718655032875859
158,8,guijiao_20_0,6,0.2,5000.0,64.00000000000003,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.37226971839041667,0.2929643518930001,0.3682835323558533,0.6922562584220409,0.3125797817554755,0.17432683322363748,0.1031419220825261,0.035592455570518156,0.035592455570593234,0.4559947882136078,11.198957642721552
159,8,guijiao_20_0,7,0.22500000000000003,5625.0,81.00000000000004,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4480170052425906,0.35109301130786624,0.43985066131226547,0.8761368270653956,0.3789228261720919,0.19893600066950237,0.1171151400382554,0.04091043031558827,0.04091043031565869,0.45003659976015453,10.007319952030912
160,8,guijiao_20_0,8,0.25,6250.0,100.00000000000001,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5355852766050546,0.414644906177552,0.5169602875641912,1.0816504037844386,0.45070046124511975,0.2248287961524733,0.1317870258835686,0.046520885134469,0.04652088513443571,0.4452192837621094,9.043856752421874
161,8,guijiao_20_0,9,0.275,6875.0,121.00000000000003,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5370653024866279,0.4835951068402654,0.5996182284811433,1.308796988579171,0.5278363467025782,0.25197291905860386,0.14715644658092258,0.05240823623879517,0.0524082362388861,0.4412316780723684,8.24633561447368
162,8,guijiao_20_0,10,0.3,7500.0,144.00000000000003,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6555957218682805,0.5578998709421858,0.687809108508826,1.5575765814495917,0.6102659439560176,0.2803158351234126,0.16320448367824678,0.058555675722559486,0.05855567572260638,0.4378689379799039,7.573787595980775
163,8,guijiao_20_0,11,0.32499999999999996,8125.0,168.99999999999997,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7337173366210548,0.6375080680503,0.7815053080994505,1.8279891823957009,0.6979338410007996,0.3097973687055929,0.17990387799090526,0.06494674535732431,0.06494674535736332,0.4349901530338275,6.9980306067654965
164,8,guijiao_20_0,12,0.35,8750.0,196.0,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7751927574201041,0.722367034463776,0.880672501165277,2.1200347914174995,0.7907918466694392,0.34035613881429033,0.19722402523503116,0.07156605678963283,0.07156605678962635,0.4324948701603218,6.498974032064353
165,8,guijiao_20_0,13,0.375,9375.0,225.00000000000003,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7986027466730938,0.8124255221699014,0.985273080850235,2.433713408514987,0.8887975928431237,0.37193276355449634,0.21513366630358527,0.07839954862540427,0.0783995486255068,0.4303093299937395,6.061865998747891
166,8,guijiao_20_0,14,0.4,10000.0,256.0000000000001,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8843925263702239,0.9076351427224467,1.0952683184254786,2.7690250336881634,0.9919134838395531,0.40447140449135766,0.23360232331577585,0.0854345405877812,0.08543454058780059,0.4283780139400006,5.675602788000106
167,8,guijiao_20_0,15,0.425,10625.0,288.99999999999994,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.0040017469821052,1.007950981580787,1.2106197020970677,3.125969666937028,1.1001058901120482,0.4379203942912782,0.25260103807312856,0.09265967810901593,0.09265967810913373,0.42665824234800714,5.331648469601419
168,8,guijiao_20_0,16,0.45,11250.0,324.00000000000006,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.0186392680129828,1.1133317640542546,1.3312897518440854,3.5045473082615812,1.2133445182183458,0.47223237168105037,0.27210271737384273,0.1000648271537622,0.10006482715344545,0.42511660427494236,5.023320854988469
169,8,guijiao_20_0,17,0.475,11875.0,361.0,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1686152113818125,1.2237397958616056,1.4572425091728796,3.9047579576618237,1.3316019107454207,0.5073641746749805,0.29208225777470825,0.10764095845038278,0.10764095844988943,0.4237265283923708,4.745305678474153
170,8,guijiao_20_0,18,0.5,12500.0,400.00000000000006,480000.0,0.02,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1435231350344282,1.339140766586438,1.5884437954530188,4.326601615137754,1.4548530438729457,0.5432765866899321,0.31251653441053173,0.11538002613964313,0.1153800261397572,0.4224665886030792,4.493317720615835
171,9,guijiao_20_180,0,0.05,1250.0,4.000000000000002,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.08496236889969566,0.04671520220693396,0.047304405459275216,0.04326601615137756,0.03611959273997206,0.03809020220693396,0.019045101103466498,3.1155212470937636e-22,0.01904510110346746,0.8389751951338482,87.79503902676966
172,9,guijiao_20_180,1,0.07500000000000001,1875.0,9.000000000000004,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.20686888496750205,0.09416283628786873,0.0988104004342541,0.0973485363405995,0.06661642785397419,0.07475658628786871,0.03737829314393029,3.932609058869873e-22,0.03737829314393842,0.7209258070110234,64.18516140220468
173,9,guijiao_20_180,2,0.1,2500.0,16.000000000000007,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.23048631042208362,0.13817523534011453,0.15316808395083736,0.17306406460551024,0.10378203230275512,0.10367523534011452,0.05183761767006724,7.925297630942796e-22,0.05183761767004729,0.6509374432479669,50.18748864959335
174,9,guijiao_20_180,3,0.125,3125.0,25.000000000000004,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3719495846301655,0.18313471445685325,0.21105156511089923,0.27041260094610964,0.1471960086181032,0.12922846445685324,0.06461423222842583,6.314029735378286e-23,0.06461423222842741,0.6060657285199573,41.21314570399147
175,9,guijiao_20_180,4,0.15000000000000002,3750.0,36.000000000000014,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4915699290294634,0.23178018298078654,0.2734650852704479,0.389394145362398,0.1965871936950057,0.1541551829807865,0.07707759149039527,1.1234836941065252e-22,0.07707759149039124,0.5746968858415347,34.93937716830695
176,9,guijiao_20_180,5,0.175,4375.0,49.0,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4082214887684472,0.2853208903925015,0.3409818937666126,0.5300086978543749,0.2517633599257206,0.17966464039250152,0.0898323201962335,1.3686391369419635e-22,0.08983232019626802,0.5514178779469232,30.28357558938464
177,9,guijiao_20_180,6,0.2,5000.0,64.00000000000003,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6384890064335522,0.34428384416501223,0.4139181564876513,0.692256258422041,0.3125797817554755,0.20628384416501216,0.1031419220825261,1.151074463640673e-22,0.10314192208248607,0.5333973566224427,26.67947132448853
178,9,guijiao_20_180,7,0.22500000000000003,5625.0,81.00000000000004,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6797599177148046,0.40888653007644327,0.49244455948041055,0.8761368270653956,0.3789228261720919,0.2342302800764432,0.1171151400382554,1.0509096147156285e-21,0.11711514003818778,0.5190048119891868,23.800962397837367
179,9,guijiao_20_180,8,0.25,6250.0,100.00000000000001,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6456429710798517,0.47919905176717353,0.5766466745556156,1.0816504037844386,0.45070046124511975,0.2635740517671735,0.1317870258835686,2.441323264670244e-21,0.1317870258836049,0.5072302929326756,21.446058586535116
180,9,guijiao_20_180,9,0.275,6875.0,121.00000000000003,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7804605983595287,0.5552191431618227,0.6665587632815673,1.308796988579171,0.5278363467025782,0.29431289316182263,0.14715644658092258,7.467273798961916e-22,0.14715644658090007,0.4974122016824001,19.48244033648001
181,9,guijiao_20_180,10,0.3,7500.0,144.00000000000003,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.706659879548603,0.6369089673567362,0.7621836187642346,1.5575765814495914,0.6102659439560175,0.3264089673567362,0.16320448367824678,1.0497243174072344e-20,0.1632044836784894,0.4890975824173845,17.81951648347689
182,9,guijiao_20_180,11,0.32499999999999996,8125.0,168.99999999999997,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.8475066443397874,0.7242140059818064,0.8635046736030352,1.8279891823957009,0.6979338410007996,0.3598077559818065,0.17990387799090526,1.9914623835959675e-20,0.17990387799090124,0.4819652172435679,16.39304344871357
183,9,guijiao_20_180,12,0.35,8750.0,196.0,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.898661843360923,0.8170730504699926,0.9704936046110055,2.1200347914174995,0.7907918466694392,0.39444805046999254,0.19722402523503116,3.60287815025112e-20,0.19722402523496135,0.4757799239915147,15.155984798302939
184,9,guijiao_20_180,13,0.375,9375.0,225.00000000000003,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9627760987603189,0.9154235826070116,1.0831152273313507,2.433713408514987,0.8887975928431237,0.43026733260701155,0.21513366630358527,6.256844499426554e-20,0.2151336663034263,0.47036575424921184,14.073150849842364
185,9,guijiao_20_180,14,0.4,10000.0,256.0000000000001,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.1509913967727492,1.0192046466314881,1.201330678800956,2.769025033688164,0.9919134838395531,0.46720464663148786,0.23360232331577585,1.0485403568952036e-19,0.233602323315712,0.46558871958607956,13.117743917215904
186,9,guijiao_20_180,15,0.425,10625.0,288.99999999999994,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.2544623005756004,1.128358326146257,1.3250994996787142,3.125969666937028,1.1001058901120482,0.505202076146257,0.25260103807312856,1.7030078897980204e-19,0.2526010380731285,0.46134422480275605,12.268844960551206
187,9,guijiao_20_180,16,0.45,11250.0,324.00000000000006,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.341188262935919,1.2428304347479437,1.454380997332975,3.5045473082615812,1.2133445182183458,0.5442054347479437,0.27210271737384273,2.690328610310489e-19,0.272102717374101,0.4575488280040769,11.50976560081537
188,9,guijiao_20_180,17,0.475,11875.0,361.0,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.5874711168410052,1.3625707655494588,1.589135135314914,3.9047579576618237,1.3316019107454207,0.5841645155494589,0.29208225777470825,2.547076665576158e-18,0.29208225777475066,0.4541366004588445,10.827320091768911
189,9,guijiao_20_180,18,0.5,12500.0,400.00000000000006,480000.0,0.02,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.6530265216046232,1.487533068821366,1.7293230856415187,4.326601615137754,1.4548530438729457,0.625033068821366,0.31251653441053173,1.3374012732765382e-18,0.31251653441083427,0.4510525892465199,10.210517849303983
190,10,guijiao_10_0,0,0.05,1250.0,4.000000000000002,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.06178970264994277,0.02471891197823585,0.027128414656733747,0.02594550807568878,0.022372296369986035,0.017631795098516274,0.009522550551733249,0.004054622273391274,0.004054622273391751,0.6207086587638792,44.14173175277584
191,10,guijiao_10_0,1,0.07500000000000001,1875.0,9.000000000000004,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.07487817341061744,0.048060069828169134,0.054092626304486316,0.05837739317029976,0.043011338926987094,0.03156658530195879,0.018689146571965146,0.006438719364995347,0.0064387193649983,0.5476172653796397,29.523453075927947
192,10,guijiao_10_0,2,0.1,2500.0,16.000000000000007,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.08106280497995756,0.07338222024277588,0.08493840616996554,0.10378203230275512,0.06914101615137756,0.0430919933494885,0.02591880883503362,0.008586592257219514,0.008586592257235367,0.5097271442960274,21.945428859205464
193,10,guijiao_10_0,3,0.125,3125.0,25.000000000000004,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.11539952685609478,0.10215482211262988,0.11998619979721029,0.16215942547305484,0.1005511293090516,0.05373500903751135,0.032307116114212914,0.010713946461650636,0.010713946461647797,0.4879163392761434,17.583267855228684
194,10,guijiao_10_0,4,0.15000000000000002,3750.0,36.000000000000014,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.2225753912261617,0.13522298481831163,0.1595863587173717,0.23350957268119904,0.13710609684750286,0.06440469669386659,0.03853879574519763,0.012932950474336753,0.0129329504743322,0.47369226464898645,14.73845292979729
195,10,guijiao_10_0,5,0.175,4375.0,49.0,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.1903546977289281,0.1729492264387989,0.2039366256949155,0.31783247392718744,0.1787098049628603,0.07549407640914257,0.04491616009811675,0.01528895815550577,0.015288958155520067,0.4635932751643793,12.718655032875859
196,10,guijiao_10_0,6,0.2,5000.0,64.00000000000003,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.26992367161703257,0.21548217594650004,0.25314176617792666,0.4151281292110205,0.22528989087773776,0.08716341661181874,0.05157096104126305,0.017796227785259078,0.017796227785296617,0.4559947882136078,11.198957642721552
197,10,guijiao_10_0,7,0.22500000000000003,5625.0,81.00000000000004,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.2920288631577393,0.26287463065393313,0.30725345565613277,0.5253965385326979,0.27678953808604595,0.09946800033475119,0.0585575700191277,0.020455215157794134,0.020455215157829346,0.45003659976015453,10.007319952030912
198,10,guijiao_10_0,8,0.25,6250.0,100.00000000000001,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.2983164243350416,0.31513495308877604,0.3662926437820956,0.6486377018922194,0.3331627306225599,0.11241439807623665,0.0658935129417843,0.0232604425672345,0.023260442567217855,0.4452192837621094,9.043856752421874
199,10,guijiao_10_0,9,0.275,6875.0,121.00000000000003,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4310641381348468,0.37225067842013276,0.4302622392405717,0.7848516192895856,0.39437129835128915,0.12598645952930193,0.07357822329046129,0.026204118119397584,0.02620411811944305,0.4412316780723684,8.24633561447368
200,10,guijiao_10_0,10,0.3,7500.0,144.00000000000003,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4011676881915669,0.4341999354710929,0.499154554254413,0.9340382907247958,0.4603829719780088,0.1401579175617063,0.08160224183912339,0.029277837861279743,0.02927783786130319,0.4378689379799039,7.573787595980775
201,10,guijiao_10_0,11,0.32499999999999996,8125.0,168.99999999999997,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5062712240879639,0.50095715902515,0.5729557790497253,1.0961977161978504,0.5311700455003997,0.15489868435279644,0.08995193899545263,0.032473372678662155,0.03247337267868166,0.4349901530338275,6.9980306067654965
202,10,guijiao_10_0,12,0.35,8750.0,196.0,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5606998014882905,0.572496017231888,0.6516487505826385,1.2713298957087498,0.6067084233347195,0.17017806940714517,0.09861201261751558,0.03578302839481642,0.03578302839481318,0.4324948701603218,6.498974032064353
203,10,guijiao_10_0,13,0.375,9375.0,225.00000000000003,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5885866571643099,0.6487908860849507,0.7352146654251175,1.4594348292574935,0.6869769214215617,0.18596638177724817,0.10756683315179263,0.039199774312702135,0.0391997743127534,0.4303093299937395,6.061865998747891
204,10,guijiao_10_0,14,0.4,10000.0,256.0000000000001,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6958703927850395,0.7298175713612234,0.8236341592127394,1.660512516844082,0.7719567419197767,0.20223570224567883,0.11680116165788793,0.0427172702938906,0.042717270293900295,0.4283780139400006,5.675602788000106
205,10,guijiao_10_0,15,0.425,10625.0,288.99999999999994,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6730650902950117,0.8155536157903935,0.9168879760485338,1.874562958468514,0.8616310700560241,0.2189601971456391,0.12630051903656428,0.046329839054507965,0.04632983905456686,0.42665824234800714,5.331648469601419
206,10,guijiao_10_0,16,0.45,11250.0,324.00000000000006,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.6925673102449217,0.9059783820271273,1.0149573759220427,2.101586154130791,0.955984759109173,0.23611618584052518,0.13605135868692136,0.0500324135768811,0.05003241357672272,0.42511660427494236,5.023320854988469
207,10,guijiao_10_0,17,0.475,11875.0,361.0,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7913765809954327,1.001073022930803,1.1178243795864398,2.3415821038309117,1.0550040803727103,0.25368208733749026,0.14604112888735413,0.05382047922519139,0.05382047922494471,0.4237265283923708,4.745305678474153
